Started,Ended,TotalEnergy,ConnectedTime,ChargeTime,MaxPower
2018-01-03 12:11:06,2018-01-03 14:59:23,8147,2.8047,2.8047,3245
2018-01-03 12:34:53,2018-01-03 14:05:31,5290,1.5106,1.5106,3600
2018-01-03 13:54:21,2018-01-04 07:11:02,8301,17.2781,3.7608,3269
2018-01-03 14:15:50,2018-01-03 16:35:27,5470,2.3269,1.6528,3600
2018-01-03 14:27:44,2018-01-03 19:17:04,11246,4.8222,3.5003,3352
2018-01-03 14:44:33,2018-01-03 15:34:25,1820,0.8311,0.8236,3320
2018-01-03 15:39:46,2018-01-04 07:34:10,10140,15.9067,4.5,3240
2018-01-03 16:38:59,2018-01-03 22:12:08,7130,5.5525,2.8503,3287
2018-01-03 17:34:54,2018-01-03 20:00:24,5841,2.425,2.425,3320
2018-01-03 18:16:15,2018-01-03 22:44:30,15660,4.4708,4.4708,3584
2018-01-03 20:19:12,2018-01-04 10:31:30,80808,14.205,8.025,11023
2018-01-03 20:39:42,2018-01-04 07:26:55,3250,10.7869,1.1153,3720
2018-01-03 21:32:58,2018-01-04 08:29:11,9110,10.9369,3.7667,3229
2018-01-04 06:02:58,2018-01-04 17:45:57,5330,11.72,1.7,3440
2018-01-04 06:38:34,2018-01-04 12:14:21,3420,5.5964,1.0239,3600
2018-01-04 06:44:53,2018-01-04 16:18:03,8128,9.5528,2.4836,3532
2018-01-04 07:40:04,2018-01-04 11:29:53,10020,3.8303,3.8303,3240
2018-01-04 07:46:38,2018-01-04 12:18:26,7940,4.53,2.3894,3600
2018-01-04 07:57:18,2018-01-04 08:44:03,2720,0.7792,0.7792,3600
2018-01-04 08:29:44,2018-01-04 11:08:29,6680,2.65,2,3560
2018-01-04 10:11:12,2018-01-04 16:40:07,11070,6.48,3.31,3600
2018-01-04 10:41:51,2018-01-04 15:28:15,7435,4.7733,2.2503,3600
2018-01-04 10:44:41,2018-01-04 13:08:20,6260,2.39,2.25,3160
2018-01-04 11:09:21,2018-01-04 11:48:39,2189,0.66,0.65,3436
2018-01-04 12:04:53,2018-01-04 15:59:16,1681,3.9064,0.4833,3540
2018-01-04 12:25:50,2018-01-05 04:45:00,7078,16.3194,2.7008,3226
2018-01-04 12:36:49,2018-01-04 14:50:27,16354,2.2272,2.2272,8908
2018-01-04 13:12:09,2018-01-04 13:18:05,791,0.0989,0.0989,7999
2018-01-04 13:21:44,2018-01-04 15:55:12,1719,2.5578,0.7622,3380
2018-01-04 13:33:49,2018-01-04 18:49:28,7830,5.26,2.44,3520
2018-01-04 14:13:24,2018-01-04 14:18:35,263,0.09,0.09,3096
2018-01-04 14:41:36,2018-01-05 06:46:59,9750,16.0897,4.0567,3360
2018-01-04 14:51:10,2018-01-04 20:05:38,5020,5.24,1.9,3080
2018-01-04 15:25:36,2018-01-04 17:56:02,7771,2.5072,2.5072,3228
2018-01-04 15:42:21,2018-01-05 13:26:56,27870,21.74,8.88,3840
2018-01-04 15:53:48,2018-01-05 08:50:38,47470,16.9472,5.6972,11741
2018-01-04 17:40:28,2018-01-04 19:26:39,5260,1.7697,1.7697,3284
2018-01-04 17:42:56,2018-01-04 19:24:37,3730,1.6947,1.6947,2760
2018-01-04 18:06:35,2018-01-05 07:10:51,10176,13.0711,4.7672,3233
2018-01-04 19:58:08,2018-01-05 06:35:46,6640,10.6272,1.9606,3720
2018-01-04 21:07:16,2018-01-05 00:26:16,15000,3.32,3.32,4596
2018-01-04 21:24:42,2018-01-05 08:43:09,4790,11.31,1.59,3520
2018-01-05 04:32:25,2018-01-05 17:18:38,5252,12.7703,2.0003,2716
2018-01-05 06:24:21,2018-01-05 14:23:00,9530,7.9775,2.8442,3760
2018-01-05 06:53:00,2018-01-05 11:26:51,15170,4.5642,4.45,3600
2018-01-05 07:26:07,2018-01-05 09:40:18,6236,2.2364,2.2364,3110
2018-01-05 07:37:33,2018-01-05 10:55:42,6900,3.3025,3.3025,3171
2018-01-05 07:40:28,2018-01-05 11:24:34,6670,3.735,3.0756,3244
2018-01-05 07:41:11,2018-01-05 10:45:41,10470,3.08,3.08,3600
2018-01-05 07:43:12,2018-01-05 10:07:58,6740,2.4128,2.4128,3240
2018-01-05 08:13:38,2018-01-05 15:39:27,7760,7.4303,2.2336,3570
2018-01-05 08:24:28,2018-01-05 09:25:30,3120,1.02,1.02,3120
2018-01-05 08:31:17,2018-01-05 15:49:02,7620,7.2958,2.3119,3600
2018-01-05 08:31:44,2018-01-05 11:54:36,14399,3.3811,3.3811,4360
2018-01-05 08:51:45,2018-01-05 09:13:21,830,0.36,0.36,2352
2018-01-05 08:52:19,2018-01-05 10:02:26,9790,1.1686,0.9614,10440
2018-01-05 09:15:20,2018-01-05 10:43:05,4489,1.46,1.46,3317
2018-01-05 09:32:04,2018-01-05 11:56:36,7460,2.4089,2.4089,3616
2018-01-05 09:45:52,2018-01-05 15:02:58,59900,5.285,4.7353,13360
2018-01-05 10:13:38,2018-01-05 14:55:09,8995,4.6919,3.5003,3144
2018-01-05 10:35:57,2018-01-05 13:35:57,9363,3,2.9983,3123
2018-01-05 11:09:07,2018-01-05 11:18:24,460,0.1547,0.1547,3000
2018-01-05 11:41:15,2018-01-05 18:06:45,40520,6.42,4.22,10320
2018-01-05 12:07:54,2018-01-05 12:47:50,2250,0.67,0.67,3520
2018-01-05 12:37:25,2018-01-05 13:13:19,1721,0.6,0.6,2974
2018-01-05 13:29:07,2018-01-05 17:44:26,5640,4.2553,2.0131,3346
2018-01-05 14:04:01,2018-01-05 15:27:43,3851,1.4,1.39,3320
2018-01-05 14:10:13,2018-01-05 14:31:09,799,0.3489,0.3322,2460
2018-01-05 14:12:02,2018-01-05 16:32:42,8230,2.3444,2.3444,3600
2018-01-05 14:13:26,2018-01-06 07:37:46,7340,17.4056,3.5261,3360
2018-01-05 14:44:37,2018-01-05 15:07:16,1290,0.38,0.37,3520
2018-01-05 14:47:30,2018-01-05 15:28:18,2229,0.68,0.68,3320
2018-01-05 15:26:35,2018-01-05 21:40:59,18370,6.24,6.24,3576
2018-01-05 15:33:37,2018-01-05 16:48:46,1716,1.2525,0.7503,3050
2018-01-05 15:49:38,2018-01-05 21:07:36,34460,5.3,3.33,10800
2018-01-05 15:54:21,2018-01-05 22:04:27,7230,6.1683,3.3442,3320
2018-01-05 17:13:02,2018-01-08 16:14:29,240,71.0242,0.4167,840
2018-01-05 17:49:09,2018-01-05 21:33:40,12318,3.7419,3.7419,3316
2018-01-05 18:50:28,2018-01-06 07:38:15,61600,12.7964,7.7258,8268
2018-01-05 21:07:18,2018-01-06 08:14:46,8959,11.1244,3.7697,3237
2018-01-06 06:24:58,2018-01-06 09:03:45,7528,2.6464,2.6464,3264
2018-01-06 06:44:53,2018-01-06 11:15:57,4270,4.5178,1.2519,3600
2018-01-06 07:25:50,2018-01-06 11:07:14,9173,3.69,3.4842,3300
2018-01-06 07:51:29,2018-01-06 11:20:58,7590,3.4914,3.4914,3247
2018-01-06 07:54:07,2018-01-06 12:39:42,8562,4.7597,3.5003,3180
2018-01-06 08:19:57,2018-01-06 10:56:15,5742,2.605,2.605,3237
2018-01-06 08:35:47,2018-01-06 08:50:13,759,0.24,0.24,3159
2018-01-06 08:36:09,2018-01-06 11:15:19,7500,2.6528,2.2308,3600
2018-01-06 08:36:29,2018-01-06 15:07:33,7699,6.5178,2.2339,3600
2018-01-06 10:24:58,2018-01-06 11:03:19,2160,0.6392,0.6392,3600
2018-01-06 11:06:14,2018-01-06 15:25:57,14324,4.3286,2.2503,8906
2018-01-06 11:25:44,2018-01-06 18:29:13,17599,7.0581,5.7503,3440
2018-01-06 12:00:31,2018-01-06 15:33:36,7190,3.5514,2.0747,3600
2018-01-06 12:10:07,2018-01-06 13:28:50,5731,1.3119,1.3119,4400
2018-01-06 12:25:46,2018-01-06 19:04:55,5307,6.6525,2.2503,3300
2018-01-06 12:30:05,2018-01-06 16:53:39,4210,4.3928,1.3319,3600
2018-01-06 12:34:25,2018-01-06 19:19:16,8909,6.7475,3.0003,3368
2018-01-06 12:42:58,2018-01-06 14:33:00,6143,1.8339,1.8339,3364
2018-01-06 12:48:45,2018-01-06 16:58:14,25050,4.16,3.69,7200
2018-01-06 14:36:40,2018-01-07 11:08:36,53970,20.5322,4.8889,13200
2018-01-06 14:38:20,2018-01-06 16:10:53,5139,1.5425,1.5425,3387
2018-01-06 15:10:32,2018-01-06 15:50:51,1610,0.6719,0.6719,3103
2018-01-06 15:33:35,2018-01-06 16:57:26,4970,1.3975,1.3975,3758
2018-01-06 15:44:33,2018-01-07 07:11:14,9707,15.4447,4.1456,3223
2018-01-06 15:52:53,2018-01-06 17:48:06,20210,1.92,1.92,10800
2018-01-06 16:01:10,2018-01-06 19:03:46,8734,3.0433,2.7503,3712
2018-01-06 16:45:38,2018-01-07 08:21:18,1430,15.5944,1.2394,2880
2018-01-06 16:57:54,2018-01-07 14:38:34,8510,21.6778,2.6183,3720
2018-01-06 17:32:18,2018-01-06 22:44:22,8636,5.2011,2.7503,3528
2018-01-06 18:11:41,2018-01-06 19:24:00,3950,1.2053,1.2053,3333
2018-01-06 18:34:33,2018-01-06 21:25:28,5780,2.8486,2.4914,3572
2018-01-06 18:52:42,2018-01-07 07:14:33,9355,12.3642,12.3642,3183
2018-01-06 21:32:17,2018-01-08 12:04:33,57560,38.5378,4.4614,13335
2018-01-07 06:06:59,2018-01-07 22:09:58,4170,16.05,1.38,3480
2018-01-07 07:15:03,2018-01-07 14:41:50,8982,7.4464,3.5008,3296
2018-01-07 07:40:09,2018-01-07 16:40:19,11540,9.0028,3.5003,3385
2018-01-07 08:00:42,2018-01-07 16:23:19,9570,8.3769,3.5453,3105
2018-01-07 09:00:25,2018-01-07 11:09:54,6680,2.16,2.16,3548
2018-01-07 09:08:00,2018-01-07 09:21:45,739,0.2292,0.2292,3225
2018-01-07 10:12:00,2018-01-07 10:34:50,1321,0.3806,0.3639,3570
2018-01-07 10:35:11,2018-01-07 12:21:34,6091,1.7731,1.7336,3570
2018-01-07 10:51:40,2018-01-07 14:11:30,7190,3.3306,2.1164,3758
2018-01-07 10:55:03,2018-01-07 12:23:04,4702,1.4669,1.4669,3220
2018-01-07 10:55:48,2018-01-07 11:37:50,2419,0.7006,0.7006,3480
2018-01-07 11:47:40,2018-01-07 19:03:30,50010,7.2639,5.4839,10836
2018-01-07 11:49:03,2018-01-07 12:17:06,1589,0.4675,0.4675,3480
2018-01-07 12:16:18,2018-01-07 15:50:06,8905,3.5633,3.0003,3364
2018-01-07 12:34:03,2018-01-07 13:11:37,1620,0.6261,0.625,3320
2018-01-07 12:35:01,2018-01-07 16:17:40,39308,3.7108,3.7108,10716
2018-01-07 13:09:13,2018-01-07 14:07:15,3390,0.97,0.97,3560
2018-01-07 13:43:45,2018-01-07 14:36:28,3189,0.8786,0.8786,3702
2018-01-07 14:11:50,2018-01-07 16:58:21,10009,2.78,2.77,3640
2018-01-07 14:43:24,2018-01-07 15:11:44,1700,0.4722,0.4722,3720
2018-01-07 14:45:42,2018-01-07 18:17:29,9465,3.5297,3.0003,3712
2018-01-07 14:47:08,2018-01-07 15:40:54,3140,0.8961,0.8961,3560
2018-01-07 16:26:48,2018-01-07 19:08:35,7500,2.6964,2.6964,3356
2018-01-07 16:37:45,2018-01-07 16:48:33,570,0.18,0.18,3380
2018-01-07 16:38:59,2018-01-08 11:33:09,3750,18.9028,2.6003,3360
2018-01-07 18:54:45,2018-01-08 08:15:43,53010,13.35,6.1,13200
2018-01-07 19:14:36,2018-01-08 05:52:33,29430,10.63,4.25,7200
2018-01-07 21:21:04,2018-01-08 06:20:48,5660,8.9956,4.0003,3356
2018-01-07 23:59:13,2018-01-08 09:11:49,9277,9.21,3.7625,3223
2018-01-08 07:50:41,2018-01-08 17:18:59,11426,9.4717,3.5003,3404
2018-01-08 07:51:57,2018-01-08 16:39:53,11943,8.7989,3.7503,3391
2018-01-08 07:58:22,2018-01-08 15:15:05,9599,7.2786,3.2869,3143
2018-01-08 08:20:17,2018-01-08 10:44:12,7353,2.3986,2.3986,3269
2018-01-08 08:24:56,2018-01-08 15:55:17,2741,7.5058,1.4833,2310
2018-01-08 10:37:35,2018-01-08 12:01:07,15780,1.3922,1.3922,11573
2018-01-08 11:38:43,2018-01-08 13:54:25,7531,2.2617,2.2617,3353
2018-01-08 11:53:41,2018-01-08 14:06:11,1104,2.2083,0.7503,2746
2018-01-08 12:00:59,2018-01-08 17:05:14,9570,5.0708,4.0708,3240
2018-01-08 12:40:53,2018-01-08 13:39:07,3330,0.97,0.97,3480
2018-01-08 13:29:21,2018-01-09 14:40:50,5560,25.1914,2.8333,3360
2018-01-08 13:58:17,2018-01-08 16:59:42,8257,3.0236,2.4833,3528
2018-01-08 14:40:53,2018-01-09 08:59:52,6875,18.3164,3.1975,3237
2018-01-08 15:04:00,2018-01-09 06:25:55,3010,15.3653,1.4967,2325
2018-01-08 15:57:42,2018-01-08 16:28:38,1541,0.5156,0.5156,3102
2018-01-08 16:14:28,2018-01-08 19:10:29,1865,2.9336,0.7336,3516
2018-01-08 17:01:26,2018-01-09 10:23:32,9443,17.3683,6.5003,3376
2018-01-08 17:16:07,2018-01-08 19:59:46,171,2.7275,0.2314,739
2018-01-08 17:27:17,2018-01-08 21:41:21,12660,4.2344,4.2344,3580
2018-01-08 18:25:29,2018-01-08 19:03:52,2232,0.6397,0.6397,3508
2018-01-08 18:37:06,2018-01-09 06:08:53,47890,11.5297,5.6317,10440
2018-01-08 19:14:13,2018-01-08 20:53:44,5820,1.66,1.66,3560
2018-01-08 20:42:48,2018-01-09 12:38:51,11945,15.9342,3.7608,3353
2018-01-08 22:54:20,2018-01-09 05:56:35,24960,7.04,3.59,7200
2018-01-09 04:34:54,2018-01-09 17:23:14,6366,12.8056,2.5003,2712
2018-01-09 07:28:21,2018-01-09 13:09:53,11451,5.6922,3.5003,3400
2018-01-09 07:41:20,2018-01-09 11:04:01,7527,3.3781,2.7503,3052
2018-01-09 07:58:04,2018-01-09 08:25:38,1381,0.4594,0.4594,3127
2018-01-09 08:02:59,2018-01-09 16:22:30,4049,8.3253,1.2003,3560
2018-01-09 08:14:21,2018-01-09 11:09:35,8339,2.9206,2.5003,3640
2018-01-09 08:15:47,2018-01-09 10:34:17,7090,2.3083,2.0703,3600
2018-01-09 08:17:22,2018-01-09 12:33:04,6810,4.26,2.6,2953
2018-01-09 08:42:14,2018-01-09 16:23:33,7350,7.6886,2.2128,3600
2018-01-09 08:49:30,2018-01-09 19:29:22,6310,10.6644,1.9167,3600
2018-01-09 09:00:51,2018-01-09 10:14:08,4062,1.2214,1.2047,3372
2018-01-09 09:01:36,2018-01-09 15:54:04,13250,6.8744,3.9733,4440
2018-01-09 09:03:25,2018-01-09 16:53:45,6730,7.8389,1.9431,3520
2018-01-09 09:47:32,2018-01-09 11:38:24,5740,1.8478,1.8311,3124
2018-01-09 09:47:53,2018-01-09 11:41:25,5980,1.8922,1.8922,3200
2018-01-09 09:55:08,2018-01-09 11:57:28,7212,2.0389,2.0222,3570
2018-01-09 10:10:43,2018-01-09 18:09:27,7588,7.9789,2.2503,3520
2018-01-09 10:37:32,2018-01-09 11:47:13,3594,1.1614,1.1614,3132
2018-01-09 10:54:23,2018-01-09 18:30:47,6930,7.6067,2.0936,3560
2018-01-09 11:21:51,2018-01-09 13:34:46,7550,2.2153,2.2153,3480
2018-01-09 11:33:41,2018-01-09 17:36:17,4219,6.0433,2.2564,3189
2018-01-09 11:48:17,2018-01-09 12:17:34,1630,0.4881,0.4881,3404
2018-01-09 12:58:31,2018-01-09 14:44:06,1812,1.7597,0.7503,3500
2018-01-09 13:39:15,2018-01-09 13:53:49,791,0.2428,0.2428,3258
2018-01-09 14:53:33,2018-01-09 17:36:33,4033,2.7167,1.5003,3187
2018-01-09 15:52:28,2018-01-10 09:52:22,9239,17.9983,3.7333,3232
2018-01-09 16:29:51,2018-01-10 06:16:27,69510,13.7767,6.5,11200
2018-01-09 16:44:42,2018-01-10 08:49:25,55890,16.0786,5.4839,10756
2018-01-09 16:46:15,2018-01-09 20:01:50,2880,3.2597,1.4967,2325
2018-01-09 16:52:12,2018-01-10 12:29:31,2970,19.6219,1.4967,2325
2018-01-09 17:01:01,2018-01-11 07:43:43,8990,38.71,3.73,3160
2018-01-09 17:04:50,2018-01-10 08:17:15,9910,15.2069,3.0833,3600
2018-01-09 17:06:56,2018-01-09 19:16:43,7214,2.1631,2.1631,3373
2018-01-09 18:40:20,2018-01-10 06:27:19,6810,11.7831,2.1164,3720
2018-01-09 19:17:09,2018-01-09 19:17:37,4,0.0078,0,0
2018-01-09 19:17:36,2018-01-09 20:44:58,5090,1.4561,1.4561,3600
2018-01-09 19:33:24,2018-01-10 06:03:15,4731,10.4975,3.7503,3344
2018-01-09 20:23:38,2018-01-10 08:18:43,37020,11.9181,4.7344,8308
2018-01-10 04:29:32,2018-01-10 17:31:03,1536,13.0253,0.7503,2672
2018-01-10 06:32:11,2018-01-10 09:31:54,6150,2.9953,1.8803,3600
2018-01-10 07:15:25,2018-01-10 11:08:57,12787,3.8922,3.7503,3676
2018-01-10 07:47:54,2018-01-10 16:27:08,11539,8.6539,3.7503,3388
2018-01-10 07:51:31,2018-01-10 11:25:30,14992,3.5664,2.2503,8892
2018-01-10 08:05:24,2018-01-10 15:07:55,15980,7.04,5.5,3640
2018-01-10 08:11:22,2018-01-10 11:16:33,2980,3.09,2.06,2720
2018-01-10 08:40:48,2018-01-10 11:32:30,7540,2.8617,2.2367,3600
2018-01-10 10:02:54,2018-01-10 12:14:32,6080,2.1939,2.1939,3360
2018-01-10 10:22:00,2018-01-10 10:28:31,210,0.1086,0.1086,1934
2018-01-10 11:01:43,2018-01-10 11:57:42,2121,0.93,0.93,3360
2018-01-10 11:04:23,2018-01-10 17:06:43,6231,6.0389,1.9269,3560
2018-01-10 11:21:13,2018-01-10 16:09:56,17529,4.8119,4.8119,4440
2018-01-10 12:55:04,2018-01-10 13:58:45,3730,1.0614,1.0614,3576
2018-01-10 13:33:12,2018-01-10 19:11:54,18190,5.645,5.28,3600
2018-01-10 13:35:16,2018-01-10 15:47:54,6393,2.2106,1.9842,3520
2018-01-10 14:21:39,2018-01-10 18:30:30,7602,4.1475,2.2333,3570
2018-01-10 15:57:13,2018-01-11 06:38:23,6000,14.6861,3.0464,3240
2018-01-10 16:02:19,2018-01-10 17:25:48,4750,1.3914,1.3914,3509
2018-01-10 16:07:42,2018-01-11 06:02:06,9451,13.9067,6.1567,3372
2018-01-10 17:07:13,2018-01-10 22:08:07,6460,5.015,2.88,3273
2018-01-10 17:32:41,2018-01-11 10:08:17,4034,16.5933,2.0094,3230
2018-01-10 18:00:11,2018-01-10 22:10:22,6530,4.17,2.25,2920
2018-01-10 18:27:52,2018-01-10 19:00:10,1940,0.5383,0.5383,3720
2018-01-11 06:37:01,2018-01-11 07:35:04,2620,0.9675,0.7997,3600
2018-01-11 07:48:10,2018-01-11 11:24:03,8160,3.5981,3.5981,3280
2018-01-11 07:49:57,2018-01-11 17:09:02,17000,9.32,5.25,3760
2018-01-11 07:57:50,2018-01-11 13:49:58,7860,5.8689,2.4908,3656
2018-01-11 08:04:18,2018-01-11 12:21:09,12104,4.2808,3.7336,3360
2018-01-11 08:31:59,2018-01-11 16:38:25,7989,8.1072,2.4833,3524
2018-01-11 08:51:50,2018-01-11 12:54:25,6100,4.0431,1.8028,3600
2018-01-11 09:52:22,2018-01-11 18:03:14,12789,8.1811,3.9833,3360
2018-01-11 09:54:44,2018-01-11 12:07:03,7130,2.2053,2.0833,3600
2018-01-11 10:30:18,2018-01-11 23:10:57,57420,12.6775,7.2278,8187
2018-01-11 10:59:05,2018-01-11 14:53:33,14826,3.9078,3.2503,8852
2018-01-11 11:23:21,2018-01-11 14:31:18,6866,3.1325,2.7681,3306
2018-01-11 13:18:45,2018-01-11 13:48:04,1629,0.4886,0.4886,3339
2018-01-11 13:41:24,2018-01-11 19:41:09,3560,5.9958,1.1433,3600
2018-01-11 13:45:49,2018-01-11 14:19:36,1960,0.5631,0.5631,3509
2018-01-11 14:16:32,2018-01-11 14:36:22,1015,0.3306,0.3306,3138
2018-01-11 14:18:26,2018-01-11 15:23:25,3613,1.0831,1.0831,3358
2018-01-11 14:28:00,2018-01-11 17:05:45,7750,2.6292,2.6292,3360
2018-01-11 15:08:58,2018-01-11 16:06:08,2600,0.95,0.95,3082
2018-01-11 16:14:41,2018-01-12 07:59:07,51760,15.7406,4.4997,13240
2018-01-11 16:45:14,2018-01-12 07:10:55,10175,14.4281,4.6167,3183
2018-01-11 17:10:47,2018-01-11 23:52:07,9726,6.6889,3.7503,3276
2018-01-11 17:37:15,2018-01-11 20:54:24,10908,3.2858,3.2858,3350
2018-01-11 17:54:16,2018-01-12 07:02:01,3500,13.1292,1.1169,3720
2018-01-11 18:41:49,2018-01-12 07:20:50,8990,12.6503,3.8031,3360
2018-01-11 19:09:12,2018-01-12 06:37:19,9292,11.4686,3.7039,3226
2018-01-11 21:08:17,2018-01-11 23:42:59,9280,2.58,2.58,4560
2018-01-11 21:09:19,2018-01-12 06:02:21,44160,8.8839,5.0944,11787
2018-01-11 21:19:38,2018-01-14 05:44:00,8107,56.4061,20.4061,3327
2018-01-11 22:45:40,2018-01-12 06:14:25,27360,7.48,3.99,7200
2018-01-12 04:37:22,2018-01-12 18:45:37,4431,14.1375,1.7503,2704
2018-01-12 07:14:25,2018-01-12 09:32:52,7060,2.3075,2.2978,3240
2018-01-12 07:17:39,2018-01-12 11:07:59,8979,3.8389,3.6342,3233
2018-01-12 07:57:55,2018-01-12 15:56:10,9070,7.9708,3.7847,3386
2018-01-12 08:07:12,2018-01-12 15:25:59,10810,7.31,3.3,3480
2018-01-12 08:14:16,2018-01-12 08:59:16,2598,0.75,0.7333,3564
2018-01-12 08:18:17,2018-01-12 12:06:07,6070,3.7972,2.6953,3360
2018-01-12 08:23:03,2018-01-12 18:51:32,6950,10.4747,2.1158,3600
2018-01-12 08:31:38,2018-01-12 12:15:35,7050,3.7325,2.0561,3600
2018-01-12 09:51:14,2018-01-12 14:44:20,9253,4.885,3.7344,3244
2018-01-12 10:59:41,2018-01-12 13:34:09,505,2.5744,0.5003,1477
2018-01-12 11:12:24,2018-01-12 16:50:00,15809,5.6267,5.0319,3688
2018-01-12 11:14:36,2018-01-12 12:12:54,3420,0.97,0.96,3560
2018-01-12 11:52:14,2018-01-12 18:07:48,11398,6.2594,3.7503,3376
2018-01-12 12:02:16,2018-01-12 13:54:30,6532,1.8706,1.8706,3528
2018-01-12 12:03:49,2018-01-12 16:04:11,9665,4.0061,3.2503,3196
2018-01-12 12:23:52,2018-01-12 15:30:26,10320,3.1094,3.0189,3600
